# Discretized SVG Paths
# Format: path_index,point_index,x,y
# Path 0 (41 points)
4,25,9.7956,89.0656
4,26,11.1419,88.3472
4,27,13.0141,87.7036
4,28,15.4992,87.1984
4,29,18.6837,86.8948
4,30,22.6544,86.8564
4,31,22.6544,86.8563
4,32,22.6544,86.8564
4,33,22.6544,86.8563
4,34,22.6544,86.8564
4,35,22.6544,86.8564
4,36,22.6544,86.8563
4,37,22.6544,86.8564
4,38,22.6544,86.8564
4,39,22.6544,86.8564
4,40,22.6544,86.8564

# Path 5 (41 points)
5,0,19.8221,82.0399
5,1,19.8316,82.0502
5,2,19.8567,82.0788
5,3,19.8922,82.1221
5,4,19.9331,82.1767
5,5,19.974,82.2389
5,6,20.0098,82.3052
5,7,20.0354,82.3722
5,8,20.0456,82.4362
5,9,20.0352,82.4937
5,10,19.9991,82.5413
5,11,19.6254,82.3911
5,12,18.6829,81.929
5,13,17.287,81.2617
5,14,15.553,80.4962
5,15,13.5964,79.7391
5,16,11.5326,79.0973
5,17,9.47693,78.6775
5,18,7.54489,78.5866
5,19,5.85186,78.9313
5,20,4.51326,79.8184
5,21,4.59101,79.6982
5,22,4.85775,79.4008
5,23,5.3637,79.0212
5,24,6.15909,78.6543
5,25,7.29413,78.3952
5,26,8.81906,78.3388
5,27,10.7841,78.5801
5,28,13.2394,79.2141
5,29,16.2354,80.3357
5,30,19.8221,82.0399
5,31,19.8221,82.0399
5,32,19.8221,82.0399
5,33,19.8221,82.0399
5,34,19.8221,82.0399
5,35,19.8221,82.0399
5,36,19.8221,82.0399
5,37,19.8221,82.0399
5,38,19.8221,82.0399
5,39,19.8221,82.0399
5,40,19.8221,82.0399

# Path 6 (41 points)
6,0,17.8258,83.1488
6,1,17.8364,83.1579
6,2,17.8646,83.1835
6,3,17.9049,83.2225
6,4,17.9516,83.2721
6,5,17.9993,83.3293
6,6,18.0425,83.3912
6,7,18.0755,83.4548
6,8,18.0929,83.5173
6,9,18.0891,83.5757
6,10,18.0586,83.6271
6,11,17.6704,83.5201
6,12,16.6816,83.1677
6,13,15.2192,82.6627
6,14,13.4097,82.0982
6,15,11.3799,81.5674
6,16,9.25671,81.1632
6,17,7.16675,80.9787
6,18,5.23682,81.107
6,19,3.59367,81.6411
6,20,2.36405,82.6741
6,21,2.4277,82.5458
6,22,2.65907,82.2201
6,23,3.11881,81.7857
6,24,3.86757,81.3312
6,25,4.966,80.9453
6,26,6.47474,80.7167
6,27,8.45444,80.7341
6,28,10.9657,81.0861
6,29,14.0693,81.8614
6,30,17.8258,83.1488
6,31,17.8258,83.1487
6,32,17.8258,83.1488
6,33,17.8258,83.1488
6,34,17.8258,83.1488
6,35,17.8258,83.1488
6,36,17.8258,83.1487
6,37,17.8258,83.1488
6,38,17.8258,83.1488
6,39,17.8258,83.1488
6,40,17.8258,83.1488

# Path 7 (41 points)
7,0,17.1379,84.2261
7,1,17.1496,84.2338
7,2,17.1811,84.2553
7,3,17.2263,84.2885
7,4,17.2793,84.3312
7,5,17.3344,84.3814
7,6,17.3855,84.4368
7,7,17.4269,84.4954
7,8,17.4527,84.5549
7,9,17.4569,84.6132
7,10,17.4337,84.6682
7,11,17.0345,84.6152
7,12,16.0069,84.4007
7,13,14.4893,84.0998
7,14,12.6197,83.7872
7,15,10.5366,83.538
7,16,8.37811,83.4269
7,17,6.28252,83.529
7,18,4.3881,83.9192
7,19,2.8331,84.6722
7,20,1.75578,85.8631
7,21,1.80134,85.7274
7,22,1.98615,85.3732
7,23,2.38237,84.8801
7,24,3.06217,84.3278
7,25,4.09774,83.7959
7,26,5.56122,83.3638
7,27,7.52481,83.1112
7,28,10.0607,83.1176
7,29,13.241,83.4628
7,30,17.1379,84.2261
7,31,17.1379,84.2261
7,32,17.1379,84.2261
7,33,17.1379,84.2261
7,34,17.1379,84.2261
7,35,17.1379,84.2261
7,36,17.1379,84.2261
7,37,17.1379,84.2261
7,38,17.1379,84.2261
7,39,17.1379,84.2261
7,40,17.1379,84.2261

# Path 8 (41 points)
8,0,19.9779,84.3886
8,1,19.986,84.4
8,2,20.0073,84.4316
8,3,20.037,84.4792
8,4,20.0705,84.5385
8,5,20.1031,84.6055
8,6,20.1302,84.6759
8,7,20.147,84.7456
8,8,20.1489,84.8105
8,9,20.1312,84.8662
8,10,20.0893,84.9088
8,11,19.7379,84.7119
8,12,18.8624,84.1328
8,13,17.5635,83.2922
8,14,15.9419,82.3107
8,15,14.0984,81.309
8,16,12.1338,80.408
8,17,10.1489,79.7282
8,18,8.24449,79.3904
8,19,6.52125,79.5152
8,20,5.08,80.2235
8,21,5.17251,80.1142
8,22,5.47515,79.8535
8,23,6.02556,79.5418
8,24,6.86138,79.28
8,25,8.02025,79.1685
8,26,9.53981,79.308
8,27,11.4577,79.7991
8,28,13.8116,80.7425
8,29,16.6391,82.2388
8,30,19.9779,84.3886
8,31,19.9779,84.3886
8,32,19.9779,84.3886
8,33,19.9779,84.3886
8,34,19.9779,84.3886
8,35,19.9779,84.3886
8,36,19.9779,84.3886
8,37,19.9779,84.3886
8,38,19.9779,84.3886
8,39,19.9779,84.3886
8,40,19.9779,84.3886

# Path 9 (41 points)
9,0,14.7444,76.7292
9,1,14.7487,76.7425
9,2,14.7593,76.7791
9,3,14.773,76.8335
9,4,14.7868,76.9002
9,5,14.7974,76.9739
9,6,14.8016,77.0492
9,7,14.7963,77.1207
9,8,14.7783,77.183
9,9,14.7444,77.2307
9,10,14.6915,77.2583
9,11,14.4172,76.9635
9,12,13.7606,76.1445
9,13,12.7808,74.9471
9,14,11.5368,73.5169
9,15,10.0877,71.9997
9,16,8.49259,70.5413
9,17,6.81044,69.2873
9,18,5.10034,68.3836
9,19,3.42134,67.9757
9,20,1.8325,68.2096
9,21,1.95401,68.1338
9,22,2.3219,67.978
9,23,2.94127,67.8495
9,24,3.81718,67.8557
9,25,4.95472,68.1037
9,26,6.35896,68.7011
9,27,8.03497,69.755
9,28,9.98783,71.3727
9,29,12.2226,73.6617
9,30,14.7444,76.7292
9,31,14.7444,76.7292
9,32,14.7444,76.7292
9,33,14.7444,76.7292
9,34,14.7444,76.7292
9,35,14.7444,76.7292
9,36,14.7444,76.7292
9,37,14.7444,76.7292
9,38,14.7444,76.7292
9,39,14.7444,76.7292
9,40,14.7444,76.7292

# Path 10 (41 points)
10,0,14.9283,78.5757
10,1,14.9353,78.5878
10,2,14.9536,78.6213
10,3,14.9788,78.6714
10,4,15.0066,78.7336
10,5,15.0329,78.8033
10,6,15.0533,78.876
10,7,15.0635,78.9469
10,8,15.0594,79.0116
10,9,15.0365,79.0654
10,10,14.9908,79.1038
10,11,14.6593,78.8751
10,12,13.8416,78.217
10,13,12.6266,77.259
10,14,11.1034,76.1308
10,15,9.36126,74.9618
10,16,7.48914,73.8817
10,17,5.57617,73.02
10,18,3.71145,72.5063
10,19,1.98407,72.4702
10,20,0.48313,73.0411
10,21,0.585422,72.9409
10,22,0.911035,72.7095
10,23,1.48808,72.4505
10,24,2.34465,72.2676
10,25,3.50887,72.2645
10,26,5.00884,72.545
10,27,6.87266,73.2126
10,28,9.12844,74.3711
10,29,11.8043,76.1243
10,30,14.9283,78.5757
10,31,14.9283,78.5757
10,32,14.9283,78.5757
10,33,14.9283,78.5757
10,34,14.9283,78.5757
10,35,14.9283,78.5757
10,36,14.9283,78.5757
10,37,14.9283,78.5757
10,38,14.9283,78.5757
10,39,14.9283,78.5757
10,40,14.9283,78.5757

# Path 11 (41 points)
11,0,14.8979,79.7319
11,1,14.906,79.7434
11,2,14.9273,79.775
11,3,14.957,79.8225
11,4,14.9905,79.8819
11,5,15.0231,79.9488
11,6,15.0502,80.0193
11,7,15.067,80.089
11,8,15.0689,80.1538
11,9,15.0512,80.2096
11,10,15.0093,80.2521
11,11,14.658,80.0552
11,12,13.7824,79.4761
11,13,12.4835,78.6354
11,14,10.8619,77.6539
11,15,9.01842,76.6523
11,16,7.05385,75.7512
11,17,5.06895,75.0715
11,18,3.16449,74.7337
11,19,1.44125,74.8586
11,20,0,75.5668
11,21,0.0925148,75.4576
11,22,0.395154,75.1968
11,23,0.945561,74.8852
11,24,1.78138,74.6233
11,25,2.94025,74.5118
11,26,4.45982,74.6513
11,27,6.37772,75.1425
11,28,8.73161,76.0859
11,29,11.5591,77.5821
11,30,14.8979,79.7319
11,31,14.8979,79.7319
11,32,14.8979,79.7319
11,33,14.8979,79.7319
11,34,14.8979,79.7319
11,35,14.8979,79.7319
11,36,14.8979,79.7319
11,37,14.8979,79.7319
11,38,14.8979,79.7319
11,39,14.8979,79.7319
11,40,14.8979,79.7319

# Path 12 (881 points)
12,0,14.3132,80.1859
12,1,14.357,80.6691
12,2,14.409,81.1542
12,3,14.4695,81.635
12,4,14.539,82.1051
12,5,14.6178,82.5583
12,6,14.7065,82.9882
12,7,14.8054,83.3886
12,8,14.915,83.7532
12,9,15.0356,84.0755
12,10,15.1678,84.3494
12,11,15.1434,84.4448
12,12,15.0873,84.7186
12,13,15.0249,85.1524
12,14,14.9815,85.7278
12,15,14.9826,86.4264
12,16,15.0535,87.2298
12,17,15.2196,88.1195
12,18,15.5064,89.0772
12,19,15.9393,90.0844
12,20,16.5436,91.1228
12,21,16.5411,91.1769
12,22,16.536,91.3277
12,23,16.5322,91.5571
12,24,16.5334,91.8475
12,25,16.5436,92.1811
12,26,16.5665,92.5401
12,27,16.6058,92.9067
12,28,16.6655,93.2631
12,29,16.7493,93.5916
12,30,16.8611,93.8744
12,31,16.892,93.9369
12,32,16.9813,94.1073
12,33,17.124,94.3602
12,34,17.3149,94.6703
12,35,17.549,95.0121
12,36,17.8212,95.3603
12,37,18.1264,95.6895
12,38,18.4596,95.9742
12,39,18.8156,96.189
12,40,19.1894,96.3086
12,41,19.5352,96.3781
12,42,19.9518,96.4796
12,43,20.4336,96.6065
12,44,20.9745,96.7524
12,45,21.5687,96.9108
12,46,22.2104,97.0752
12,47,22.8937,97.2392
12,48,23.6126,97.3962
12,49,24.3614,97.5397
12,50,25.1341,97.6633
12,51,25.2602,97.771
12,52,25.5987,98.0778
12,53,26.0903,98.5594
12,54,26.6755,99.1913
12,55,27.2947,99.9493
12,56,27.8885,100.809
12,57,28.3974,101.746
12,58,28.762,102.735
12,59,28.9228,103.753
12,60,28.8203,104.775
12,61,28.8163,104.897
12,62,28.8016,105.23
12,63,28.7717,105.724
12,64,28.7221,106.33
12,65,28.6483,106.998
12,66,28.5459,107.678
12,67,28.4106,108.322
12,68,28.2378,108.88
12,69,28.023,109.302
12,70,27.7619,109.538
12,71,27.8453,109.459
12,72,28.0608,109.265
12,73,28.3563,109.018
12,74,28.6797,108.779
12,75,28.979,108.612
12,76,29.2021,108.578
12,77,29.2969,108.739
12,78,29.2114,109.158
12,79,28.8935,109.898
12,80,28.2911,111.019
12,81,28.1747,111.517
12,82,28.0583,112.014
12,83,27.9419,112.512
12,84,27.8254,113.009
12,85,27.709,113.507
12,86,27.5926,114.004
12,87,27.4762,114.501
12,88,27.3598,114.999
12,89,27.2433,115.496
12,90,27.1269,115.994
12,91,27.3125,115.838
12,92,27.7983,115.438
12,93,28.4785,114.891
12,94,29.247,114.293
12,95,29.9977,113.745
12,96,30.6245,113.342
12,97,31.0215,113.183
12,98,31.0826,113.366
12,99,30.7017,113.988
12,100,29.7728,115.147
12,101,29.5082,115.835
12,102,29.2436,116.523
12,103,28.979,117.211
12,104,28.7144,117.899
12,105,28.4499,118.587
12,106,28.1853,119.274
12,107,27.9207,119.962
12,108,27.6561,120.65
12,109,27.3915,121.338
12,110,27.1269,122.026
12,111,27.2702,121.892
12,112,27.651,121.538
12,113,28.1956,121.035
12,114,28.8304,120.455
12,115,29.4817,119.87
12,116,30.0759,119.351
12,117,30.5392,118.972
12,118,30.7981,118.802
12,119,30.7788,118.914
12,120,30.4078,119.38
12,121,30.3231,119.613
12,122,30.2384,119.846
12,123,30.1538,120.079
12,124,30.0691,120.312
12,125,29.9844,120.544
12,126,29.8998,120.777
12,127,29.8151,121.01
12,128,29.7304,121.243
12,129,29.6458,121.476
12,130,29.5611,121.709
12,131,29.873,121.515
12,132,30.6846,121.023
12,133,31.81,120.366
12,134,33.0629,119.677
12,135,34.2575,119.089
12,136,35.2075,118.737
12,137,35.7271,118.753
12,138,35.63,119.27
12,139,34.7303,120.423
12,140,32.8419,122.344
12,141,32.9024,122.318
12,142,33.0714,122.25
12,143,33.3306,122.158
12,144,33.6615,122.056
12,145,34.0458,121.96
12,146,34.465,121.886
12,147,34.9007,121.851
12,148,35.3345,121.869
12,149,35.748,121.958
12,150,36.1228,122.132
12,151,36.1729,122.123
12,152,36.3082,122.102
12,153,36.5057,122.075
12,154,36.7425,122.047
12,155,36.9959,122.026
12,156,37.2429,122.018
12,157,37.4607,122.028
12,158,37.6264,122.064
12,159,37.7173,122.132
12,160,37.7103,122.238
12,161,37.5552,122.32
12,162,37.1303,122.563
12,163,36.4958,122.964
12,164,35.7121,123.518
12,165,34.8395,124.222
12,166,33.9384,125.072
12,167,33.0689,126.065
12,168,32.2916,127.196
12,169,31.6667,128.461
12,170,31.2544,129.858
12,171,31.3158,129.787
12,172,31.4788,129.605
12,173,31.7116,129.363
12,174,31.9826,129.109
12,175,32.2598,128.892
12,176,32.5117,128.76
12,177,32.7065,128.764
12,178,32.8123,128.95
12,179,32.7975,129.369
12,180,32.6303,130.069
12,181,32.6408,130.376
12,182,32.6514,130.683
12,183,32.662,130.99
12,184,32.6726,131.297
12,185,32.6832,131.604
12,186,32.6938,131.911
12,187,32.7043,132.218
12,188,32.7149,132.525
12,189,32.7255,132.832
12,190,32.7361,133.139
12,191,32.7656,132.988
12,192,32.8453,132.624
12,193,32.9618,132.173
12,194,33.1019,131.764
12,195,33.252,131.525
12,196,33.399,131.584
12,197,33.5295,132.07
12,198,33.6302,133.111
12,199,33.6876,134.836
12,200,33.6886,137.372
12,201,33.8278,137.244
12,202,34.1924,136.921
12,203,34.703,136.492
12,204,35.2803,136.048
12,205,35.845,135.679
12,206,36.3175,135.475
12,207,36.6186,135.526
12,208,36.6689,135.922
12,209,36.3889,136.755
12,210,35.6994,138.113
12,211,35.6994,138.557
12,212,35.6994,139.002
12,213,35.6994,139.446
12,214,35.6994,139.891
12,215,35.6994,140.335
12,216,35.6994,140.78
12,217,35.6994,141.224
12,218,35.6994,141.669
12,219,35.6994,142.113
12,220,35.6994,142.558
12,221,35.8103,142.44
12,222,36.1041,142.134
12,223,36.5224,141.712
12,224,37.0067,141.247
12,225,37.4986,140.812
12,226,37.9397,140.477
12,227,38.2716,140.317
12,228,38.4359,140.404
12,229,38.3741,140.809
12,230,38.0278,141.605
12,231,38.1008,141.544
12,232,38.2945,141.395
12,233,38.5707,141.211
12,234,38.8914,141.043
12,235,39.2184,140.944
12,236,39.5137,140.965
12,237,39.7391,141.159
12,238,39.8566,141.578
12,239,39.828,142.274
12,240,39.6153,143.299
12,241,39.6105,143.373
12,242,39.6026,143.561
12,243,39.601,143.813
12,244,39.6153,144.078
12,245,39.655,144.304
12,246,39.7296,144.442
12,247,39.8486,144.439
12,248,40.0217,144.247
12,249,40.2582,143.813
12,250,40.5678,143.087
12,251,40.6847,142.867
12,252,40.9953,142.3
12,253,41.4393,141.525
12,254,41.9563,140.681
12,255,42.486,139.905
12,256,42.9681,139.338
12,257,43.3422,139.117
12,258,43.548,139.382
12,259,43.5253,140.271
12,260,43.2136,141.923
12,261,43.2089,142.061
12,262,43.2018,142.42
12,263,43.2022,142.914
12,264,43.2204,143.46
12,265,43.2665,143.973
12,266,43.3508,144.369
12,267,43.4833,144.562
12,268,43.6742,144.47
12,269,43.9337,144.006
12,270,44.2719,143.087
12,271,44.2773,143.166
12,272,44.3024,143.388
12,273,44.3605,143.733
12,274,44.465,144.177
12,275,44.6291,144.701
12,276,44.8663,145.281
12,277,45.1898,145.898
12,278,45.6131,146.528
12,279,46.1493,147.15
12,280,46.8119,147.744
12,281,46.8064,147.377
12,282,46.806,146.422
12,283,46.8348,145.098
12,284,46.9169,143.622
12,285,47.0765,142.214
12,286,47.3377,141.091
12,287,47.7246,140.473
12,288,48.2614,140.577
12,289,48.9722,141.623
12,290,49.8811,143.828
12,291,49.9869,144.262
12,292,50.0928,144.696
12,293,50.1986,145.13
12,294,50.3044,145.563
12,295,50.4103,145.997
12,296,50.5161,146.431
12,297,50.6219,146.865
12,298,50.7278,147.299
12,299,50.8336,147.733
12,300,50.9394,148.167
12,301,50.9601,148.097
12,302,51.0156,147.903
12,303,51.0966,147.604
12,304,51.1934,147.222
12,305,51.2966,146.778
12,306,51.3966,146.292
12,307,51.4839,145.787
12,308,51.549,145.281
12,309,51.5824,144.798
12,310,51.5744,144.357
12,311,51.6823,144.242
12,312,51.9673,143.957
12,313,52.3717,143.594
12,314,52.8377,143.243
12,315,53.3075,142.994
12,316,53.7233,142.94
12,317,54.0273,143.169
12,318,54.1618,143.774
12,319,54.069,144.846
12,320,53.6911,146.474
12,321,53.8029,146.308
12,322,54.1026,145.874
12,323,54.5369,145.265
12,324,55.0525,144.574
12,325,55.5961,143.894
12,326,56.1143,143.319
12,327,56.5537,142.942
12,328,56.861,142.857
12,329,56.9829,143.156
12,330,56.8661,143.934
12,331,56.8102,144.053
12,332,56.6604,144.384
12,333,56.4432,144.882
12,334,56.1854,145.505
12,335,55.9136,146.209
12,336,55.6545,146.951
12,337,55.4348,147.688
12,338,55.2811,148.377
12,339,55.2202,148.974
12,340,55.2786,149.437
12,341,55.4034,149.179
12,342,55.7434,148.476
12,343,56.2473,147.437
12,344,56.8636,146.169
12,345,57.5408,144.78
12,346,58.2275,143.379
12,347,58.8724,142.073
12,348,59.4239,140.97
12,349,59.8306,140.179
12,350,60.0411,139.806
12,351,60.0291,140.111
12,352,60.0089,140.897
12,353,60.0039,141.972
12,354,60.0377,143.145
12,355,60.1337,144.225
12,356,60.3154,145.018
12,357,60.6064,145.334
12,358,61.03,144.981
12,359,61.6099,143.767
12,360,62.3694,141.499
12,361,62.4102,141.589
12,362,62.5176,141.839
12,363,62.6695,142.217
12,364,62.8436,142.692
12,365,63.0177,143.232
12,366,63.1695,143.808
12,367,63.277,144.388
12,368,63.3177,144.94
12,369,63.2695,145.434
12,370,63.1103,145.839
12,371,63.1693,145.778
12,372,63.3287,145.612
12,373,63.5618,145.359
12,374,63.8418,145.039
12,375,64.1421,144.674
12,376,64.4361,144.284
12,377,64.6971,143.889
12,378,64.8984,143.509
12,379,65.0134,143.164
12,380,65.0153,142.875
12,381,65.0501,142.818
12,382,65.1478,142.678
12,383,65.2982,142.504
12,384,65.4911,142.342
12,385,65.7164,142.24
12,386,65.964,142.247
12,387,66.2236,142.409
12,388,66.4851,142.774
12,389,66.7383,143.39
12,390,66.9732,144.304
12,391,66.9869,144.373
12,392,67.0261,144.556
12,393,67.0875,144.818
12,394,67.1679,145.125
12,395,67.2642,145.442
12,396,67.3732,145.733
12,397,67.4918,145.963
12,398,67.6166,146.099
12,399,67.7447,146.104
12,400,67.8728,145.944
12,401,67.9027,146.116
12,402,67.9854,146.557
12,403,68.1099,147.153
12,404,68.2656,147.794
12,405,68.4416,148.365
12,406,68.6271,148.756
12,407,68.8114,148.854
12,408,68.9836,148.545
12,409,69.1329,147.719
12,410,69.2486,146.262
12,411,69.2585,146.158
12,412,69.2774,145.863
12,413,69.2886,145.402
12,414,69.2757,144.799
12,415,69.2221,144.079
12,416,69.1114,143.267
12,417,68.9271,142.388
12,418,68.6525,141.466
12,419,68.2713,140.527
12,420,67.7669,139.594
12,421,67.7721,139.57
12,422,67.783,139.498
12,423,67.7927,139.383
12,424,67.794,139.229
12,425,67.7802,139.039
12,426,67.7441,138.817
12,427,67.6788,138.568
12,428,67.5773,138.294
12,429,67.4326,138
12,430,67.2378,137.689
12,431,67.3366,137.842
12,432,67.5968,138.223
12,433,67.9636,138.718
12,434,68.3825,139.213
12,435,68.7988,139.594
12,436,69.158,139.747
12,437,69.4054,139.556
12,438,69.4865,138.909
12,439,69.3466,137.689
12,440,68.9311,135.784
12,441,69.0144,135.844
12,442,69.2419,136.005
12,443,69.5798,136.242
12,444,69.9946,136.529
12,445,70.4526,136.843
12,446,70.9201,137.156
12,447,71.3635,137.444
12,448,71.749,137.681
12,449,72.0432,137.842
12,450,72.2122,137.901
12,451,72.1138,137.73
12,452,71.8566,137.273
12,453,71.4978,136.61
12,454,71.0945,135.822
12,455,70.7039,134.991
12,456,70.3832,134.198
12,457,70.1895,133.524
12,458,70.18,133.051
12,459,70.4117,132.86
12,460,70.9419,133.033
12,461,70.9082,132.959
12,462,70.837,132.772
12,463,70.7733,132.524
12,464,70.7625,132.267
12,465,70.8494,132.054
12,466,71.0791,131.935
12,467,71.4969,131.964
12,468,72.1477,132.193
12,469,73.0767,132.673
12,470,74.3289,133.456
12,471,74.215,133.34
12,472,73.9258,133.036
12,473,73.5401,132.61
12,474,73.1367,132.129
12,475,72.7942,131.657
12,476,72.5914,131.262
12,477,72.6071,131.008
12,478,72.9199,130.964
12,479,73.6087,131.193
12,480,74.7522,131.763
12,481,74.8094,131.808
12,482,74.9562,131.918
12,483,75.1551,132.057
12,484,75.3686,132.189
12,485,75.5592,132.279
12,486,75.6895,132.289
12,487,75.7219,132.183
12,488,75.6192,131.925
12,489,75.3437,131.48
12,490,74.858,130.81
12,491,74.7572,130.696
12,492,74.5083,130.408
12,493,74.1922,130.024
12,494,73.8894,129.625
12,495,73.6805,129.289
12,496,73.6463,129.096
12,497,73.8674,129.125
12,498,74.4244,129.456
12,499,75.398,130.167
12,500,76.8689,131.339
12,501,76.955,131.462
12,502,77.1898,131.797
12,503,77.5375,132.297
12,504,77.9628,132.914
12,505,78.4299,133.602
12,506,78.9034,134.311
12,507,79.3477,134.995
12,508,79.7272,135.607
12,509,80.0064,136.097
12,510,80.1497,136.419
12,511,80.0744,136.202
12,512,79.8652,135.61
12,513,79.5468,134.731
12,514,79.1439,133.653
12,515,78.6813,132.464
12,516,78.1837,131.253
12,517,77.6761,130.108
12,518,77.183,129.118
12,519,76.7293,128.37
12,520,76.3397,127.953
12,521,76.4128,127.687
12,522,76.6581,126.984
12,523,77.1141,125.984
12,524,77.8197,124.827
12,525,78.8136,123.653
12,526,80.1345,122.604
12,527,81.8211,121.818
12,528,83.9123,121.437
12,529,86.4467,121.601
12,530,89.463,122.449
12,531,89.5146,122.572
